Sursa,Itemul,Problema,Pasii de rezolvare,Raspunsul,Dificultate,Tema,Tema_norm,Domeniu,Dificultate_group,Sursa_type,Sursa_year,Problema_clean,Pasi_clean,Raspuns_clean,problem_chars,problem_words,steps_chars,answer_chars,n_digits,n_math_symbols,has_percent,has_geometry_word,has_equation_word,has_radical,has_function_word,has_real_life_context,problem_hash
Exersare Test 1 - 2016,6.0,"A∖{-3,2} pentru rădăcinile lui 2x²+5x−3=0.","x = (-5±7)/4. x₁ = 1/2, x₂ = -3. A∖{-3,2} = {1/2}",{1/2},2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2016.0,"a∖{-3,2} pentru radacinile lui 2x²+5x-3=0.","x = (-5±7)/4. x₁ = 1/2, x₂ = -3. a∖{-3,2} = {1/2}",{1/2},42,5,49,5,6,5,0,0,0,0,0,0,"a∖{-3,2} pentru radacinile lui 2x²+5x-3=0."
Exersare Test 2 - 2016,6.0,|A∩ℕ| pentru rădăcinile lui 4x²+12x+9=0.,(2x+3)² = 0 → x = -3/2. A = {-3/2}. A∩ℕ = ∅. |A∩ℕ| = 0,0,2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2016.0,|a∩ℕ| pentru radacinile lui 4x²+12x+9=0.,(2x+3)² = 0 → x = -3/2. a = {-3/2}. a∩ℕ = ∅. |a∩ℕ| = 0,0,40,5,54,1,5,3,0,0,0,0,0,0,|a∩ℕ| pentru radacinile lui 4x²+12x+9=0.
Pretestare - 2016,6.0,"A = soluțiile lui 4x²+3x−10=0. Dați A∪{−2,0}.","x = (-3±√(9+160))/8 = (-3±13)/8. x₁ = 5/4, x₂ = -2. A∪{-2,0} = {-2, 0, 5/4}","{-2, 0, 5/4}",2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,pretestare,2016.0,"a = solutiile lui 4x²+3x-10=0. dati a∪{-2,0}.","x = (-3±√(9+160))/8 = (-3±13)/8. x₁ = 5/4, x₂ = -2. a∪{-2,0} = {-2, 0, 5/4}","{-2, 0, 5/4}",45,7,75,12,7,5,0,0,1,0,0,0,"a = solutiile lui 4x²+3x-10=0. dati a∪{-2,0}."
Sesiunea de bază - 2016,6.0,"A = soluțiile lui 4x²+3x−10=0. A∪{−2,0}.","x₁ = 5/4, x₂ = -2. A∪{-2,0} = {-2, 0, 5/4}","{-2, 0, 5/4}",2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,sesiune_baza,2016.0,"a = solutiile lui 4x²+3x-10=0. a∪{-2,0}.","x₁ = 5/4, x₂ = -2. a∪{-2,0} = {-2, 0, 5/4}","{-2, 0, 5/4}",40,6,42,12,7,5,0,0,1,0,0,0,"a = solutiile lui 4x²+3x-10=0. a∪{-2,0}."
Exersare Test 1 - 2015,6.0,"A∩(0,7) pentru soluțiile lui 3x²+5x−2=0.","x = (-5±7)/6. x₁ = 1/3, x₂ = -2. A∩(0,7) = {1/3}",{1/3},2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2015.0,"a∩(0,7) pentru solutiile lui 3x²+5x-2=0.","x = (-5±7)/6. x₁ = 1/3, x₂ = -2. a∩(0,7) = {1/3}",{1/3},40,5,48,5,6,4,0,0,1,0,0,0,"a∩(0,7) pentru solutiile lui 3x²+5x-2=0."
Exersare Test 2 - 2015,6.0,A = soluțiile lui 3x²+11x−4=0. A∩ℤ.,"x = (-11±√(121+48))/6 = (-11±13)/6. x₁ = 1/3, x₂ = -4. A∩ℤ = {-4}",{-4},2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2015.0,a = solutiile lui 3x²+11x-4=0. a∩ℤ.,"x = (-11±√(121+48))/6 = (-11±13)/6. x₁ = 1/3, x₂ = -4. a∩ℤ = {-4}",{-4},35,6,65,4,5,3,0,0,1,0,0,0,a = solutiile lui 3x²+11x-4=0. a∩ℤ.
Pretestare - 2015,6.0,Soluțiile lui x²−4x+3=0 în {x∈ℝ|x>1}.,"(x-1)(x-3)=0 → x=1, x=3. x>1 → {3}",{3},2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,pretestare,2015.0,solutiile lui x²-4x+3=0 in {x∈ℝ|x>1}.,"(x-1)(x-3)=0 → x=1, x=3. x>1 → {3}",{3},37,5,34,3,4,5,0,0,1,0,0,0,solutiile lui x²-4x+3=0 in {x∈ℝ|x>1}.
Sesiunea de bază - 2015,6.0,"Rezolvați x²−x−6=0, apoi A∩{x>0}.","(x-3)(x+2)=0 → x=3, x=-2. A∩{x>0} = {3}",{3},2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,sesiune_baza,2015.0,"rezolvati x²-x-6=0, apoi a∩{x>0}.","(x-3)(x+2)=0 → x=3, x=-2. a∩{x>0} = {3}",{3},33,4,39,3,3,4,0,0,0,0,0,0,"rezolvati x²-x-6=0, apoi a∩{x>0}."
Exersare Test 2 - 2014,11.0,"Găsiți a real pentru rădăcinile x₁, x₂ ale x²-2x+a-2=0 cu 3x₁+x₂=-4.","x₁+x₂ = 2. 3x₁+x₂ = -4. 2x₁ = -6 → x₁ = -3, x₂ = 5. a-2 = -15 → a = -13",a = -13,2.0,Ecuații de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2014.0,"gasiti a real pentru radacinile x₁, x₂ ale x²-2x+a-2=0 cu 3x₁+x₂=-4.","x₁+x₂ = 2. 3x₁+x₂ = -4. 2x₁ = -6 → x₁ = -3, x₂ = 5. a-2 = -15 → a = -13",a = -13,68,11,71,7,5,7,0,0,0,0,0,0,"gasiti a real pentru radacinile x₁, x₂ ale x²-2x+a-2=0 cu 3x₁+x₂=-4."
Pretestare 2023,4.0,"Rezolvați sistemul: 2x + 20 = 3(x - 1), găsiți x = 23",2x + 20 = 3x - 3 → x = 23,x = 23,2.0,Ecuații liniare,Ecuații,"Ecuații, inecuații și sisteme",2 - mediu,pretestare,2023.0,"rezolvati sistemul: 2x + 20 = 3(x - 1), gasiti x = 23",2x + 20 = 3x - 3 → x = 23,x = 23,53,13,25,6,7,6,0,0,1,0,0,0,"rezolvati sistemul: 2x + 20 = 3(x - 1), gasiti x = 23"
Exersare Test 2 - 2023,11.0,"Rezolvati in R\{-2, 0, 2} ecuatia: 3/(x^2+2x) + (3x+2)/(x^3-4x) = 1/(x-2)","x^2 + 2x = x(x+2); x^3 - 4x = x(x-2)(x+2). Numitor comun: x(x-2)(x+2). Ecuația devine: 3(x-2) + 3x + 2 = x(x+2); 3x - 6 + 3x + 2 = x^2+ 2x; 6x - 4 = x^2 + 2x; x^2 - 4x + 4 = 0; (x-2)^2 = 0; x = 2, dar x nu apartine {-2, 0, 2}",S=multimea vida,5.0,Ecuații rationale,Ecuații,"Ecuații, inecuații și sisteme",4 - avansat,exersare,2023.0,"rezolvati in r\{-2, 0, 2} ecuatia: 3/(x^2+2x) + (3x+2)/(x^3-4x) = 1/(x-2)","x^2 + 2x = x(x+2); x^3 - 4x = x(x-2)(x+2). numitor comun: x(x-2)(x+2). ecuatia devine: 3(x-2) + 3x + 2 = x(x+2); 3x - 6 + 3x + 2 = x^2+ 2x; 6x - 4 = x^2 + 2x; x^2 - 4x + 4 = 0; (x-2)^2 = 0; x = 2, dar x nu apartine {-2, 0, 2}",s=multimea vida,73,11,225,15,12,22,0,0,1,0,0,0,"rezolvati in r\{-2, 0, 2} ecuatia: 3/(x^2+2x) + (3x+2)/(x^3-4x) = 1/(x-2)"
Sesiune de bază 2022,11.0,Rezolvați ecuația rațională (x²+5x-9)/(5x+15) - x/(x+3) = 1,x≠-3. 5x+15=5(x+3). Numitor comun: 5(x+3). (x²+5x-9-5x)/(5(x+3))=1. (x²-9)/(5(x+3))=1. (x-3)(x+3)/(5(x+3))=1. (x-3)/5=1. x=8.,x = 8,4.0,Ecuații raționale,Ecuații,"Ecuații, inecuații și sisteme",4 - avansat,sesiune_baza,2022.0,rezolvati ecuatia rationala (x²+5x-9)/(5x+15) - x/(x+3) = 1,x=-3. 5x+15=5(x+3). numitor comun: 5(x+3). (x²+5x-9-5x)/(5(x+3))=1. (x²-9)/(5(x+3))=1. (x-3)(x+3)/(5(x+3))=1. (x-3)/5=1. x=8.,x = 8,59,8,125,5,7,14,0,0,1,0,0,0,rezolvati ecuatia rationala (x²+5x-9)/(5x+15) - x/(x+3) = 1
Exersare Test 1 - 2022,11.0,"Fie expresia E(X) = (1/(X-4)) : ((X+4)/(4X-16)) + (X²-4X)/(X²-16). Aratati ca E(X) = 1, pentru orice X ∈ R \ {-4; 4}",Simplificam: 4X-16 = 4(X-4); X²-16 = (X-4)(X+4); X²-4X = X(X-4). Prima fractie: 4/(X+4). A doua: X/(X+4). E(X) = (4+X)/(X+4) = 1,E(X) = 1,3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2022.0,"fie expresia e(x) = (1/(x-4)) : ((x+4)/(4x-16)) + (x²-4x)/(x²-16). aratati ca e(x) = 1, pentru orice x ∈ r \ {-4; 4}",simplificam: 4x-16 = 4(x-4); x²-16 = (x-4)(x+4); x²-4x = x(x-4). prima fractie: 4/(x+4). a doua: x/(x+4). e(x) = (4+x)/(x+4) = 1,e(x) = 1,116,22,128,8,12,32,0,0,0,0,0,0,"fie expresia e(x) = (1/(x-4)) : ((x+4)/(4x-16)) + (x²-4x)/(x²-16). aratati ca e(x) = 1, pentru orice x ∈ r \ {-4; 4}"
Exersare Test 1 - 2023,11.0,"Fie expresia E(X) = (10X^2 - 5X - 15) / (4X^3 + 4X^2 - 9X - 9). Determinati valorile naturale ale lui X, pentru care valoarea expresiei E(X) este un numar natural.","10X^2 - 5X - 15 = 5(2X - 3)(X + 1)
4X^3 + 4X^2 - 9X - 9 = 4X^2(X + 1) - 9(X + 1) = (X + 1)(2X - 3)(2X + 3)
Obtinerea E(X) = 5/(2X + 3)
Obtinerea valorii lui X = 1",X = 1,4.0,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,exersare,2023.0,"fie expresia e(x) = (10x^2 - 5x - 15) / (4x^3 + 4x^2 - 9x - 9). determinati valorile naturale ale lui x, pentru care valoarea expresiei e(x) este un numar natural.",10x^2 - 5x - 15 = 5(2x - 3)(x + 1) 4x^3 + 4x^2 - 9x - 9 = 4x^2(x + 1) - 9(x + 1) = (x + 1)(2x - 3)(2x + 3) obtinerea e(x) = 5/(2x + 3) obtinerea valorii lui x = 1,x = 1,163,32,162,5,12,18,0,0,0,0,0,0,"fie expresia e(x) = (10x^2 - 5x - 15) / (4x^3 + 4x^2 - 9x - 9). determinati valorile naturale ale lui x, pentru care valoarea expresiei e(x) este un numar natural."
Exersare Test 1 - 2024,11.0,"Simplificati fractia [(2x-3)^2 - 3x(x-4) - 13] / [x^2 - x - 6], pentru x apartine R \ {-2; 3}.","(2x - 3)^2 - 3x(x - 4) - 13 = x^2 - 4
x^2 - 4 = (x - 2)(x + 2)
x^2 - x - 6 = (x - 3)(x + 2)
Obtinerea fractiei (x - 2)/(x - 3)",(x - 2)/(x - 3),3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2024.0,"simplificati fractia [(2x-3)^2 - 3x(x-4) - 13] / [x^2 - x - 6], pentru x apartine r \ {-2; 3}.",(2x - 3)^2 - 3x(x - 4) - 13 = x^2 - 4 x^2 - 4 = (x - 2)(x + 2) x^2 - x - 6 = (x - 3)(x + 2) obtinerea fractiei (x - 2)/(x - 3),(x - 2)/(x - 3),94,20,126,15,11,20,0,0,0,0,0,0,"simplificati fractia [(2x-3)^2 - 3x(x-4) - 13] / [x^2 - x - 6], pentru x apartine r \ {-2; 3}."
Exersare Test 2 - 2024,11.0,Fie expresia E(x) = [(3x-1)(3x+1) - (3x-2)² - 10x + 7] / (x² + x). Determinați valorile întregi ale lui x pentru care E(x) ∈ N.,"(3x-1)(3x+1) = 9x² - 1; (3x-2)² = 9x² - 12x + 4; Numărător: 9x² - 1 - 9x² + 12x - 4 - 10x + 7 = 2x + 2; Numitor: x(x+1); E(x) = 2(x+1)/(x(x+1)) = 2/x. Pentru E(x) ∈ N: x ∈ {1, 2}",{1; 2},6.0,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,exersare,2024.0,fie expresia e(x) = [(3x-1)(3x+1) - (3x-2)² - 10x + 7] / (x² + x). determinati valorile intregi ale lui x pentru care e(x) ∈ n.,"(3x-1)(3x+1) = 9x² - 1; (3x-2)² = 9x² - 12x + 4; numarator: 9x² - 1 - 9x² + 12x - 4 - 10x + 7 = 2x + 2; numitor: x(x+1); e(x) = 2(x+1)/(x(x+1)) = 2/x. pentru e(x) ∈ n: x ∈ {1, 2}",{1; 2},127,26,178,6,9,23,0,0,0,0,0,0,fie expresia e(x) = [(3x-1)(3x+1) - (3x-2)² - 10x + 7] / (x² + x). determinati valorile intregi ale lui x pentru care e(x) ∈ n.
Pretestare 2024,11.0,Simplificați (2x³-3x²+2x-3)/(2x²-5x+3),"Numărător: 2x³-3x²+2x-3=x²(2x-3)+1(2x-3)=(2x-3)(x²+1). Numitor: 2x²-5x+3=(2x-3)(x-1). E(x)=(x²+1)/(x-1), x≠3/2.",(x²+1)/(x-1),4.0,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,pretestare,2024.0,simplificati (2x³-3x²+2x-3)/(2x²-5x+3),"numarator: 2x³-3x²+2x-3=x²(2x-3)+1(2x-3)=(2x-3)(x²+1). numitor: 2x²-5x+3=(2x-3)(x-1). e(x)=(x²+1)/(x-1), x=3/2.",(x²+1)/(x-1),38,2,111,12,7,10,0,0,0,0,0,0,simplificati (2x³-3x²+2x-3)/(2x²-5x+3)
Pretestare 2025,10.0,Demonstrați că (2X⁴-2X²) este pătrat perfect pentru X∈ℕ\{1},Se factorizează și se demonstrează proprietatea,Demonstrație,4.0,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,pretestare,2025.0,demonstrati ca (2x⁴-2x²) este patrat perfect pentru x∈ℕ\{1},se factorizeaza si se demonstreaza proprietatea,demonstratie,59,8,47,12,3,5,0,0,0,0,0,0,demonstrati ca (2x⁴-2x²) este patrat perfect pentru x∈ℕ\{1}
Sesiune de bază 2023,11.0,Expresii algebrice cu X: E(X) = 1 + 1/(1-X). Rezolvați ecuații conexe.,"E(X)=1+1/(1-X)=(1-X+1)/(1-X)=(2-X)/(1-X). E(X)=0: 2-X=0, X=2.",E(X)=(2-X)/(1-X); zeroul: X=2,4.0,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,sesiune_baza,2023.0,expresii algebrice cu x: e(x) = 1 + 1/(1-x). rezolvati ecuatii conexe.,"e(x)=1+1/(1-x)=(1-x+1)/(1-x)=(2-x)/(1-x). e(x)=0: 2-x=0, x=2.",e(x)=(2-x)/(1-x); zeroul: x=2,70,12,61,29,3,8,0,0,0,0,0,0,expresii algebrice cu x: e(x) = 1 + 1/(1-x). rezolvati ecuatii conexe.
Sesiune de bază 2024,11.0,E(x) = (2x+1)²-4x(x+2)-x+14 / (9-x²). Găsiți rezultate naturale.,"Numărător: (2x+1)²-4x(x+2)-x+14=4x²+4x+1-4x²-8x-x+14=-5x+15=-5(x-3). Numitor: 9-x²=-(x-3)(x+3). E(x)=5/(x+3). E(x)∈ℕ: x+3|5→x∈{-2,2}. E(-2)=5, E(2)=1.","x∈{-2,2}; E(-2)=5, E(2)=1",4.0,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,sesiune_baza,2024.0,e(x) = (2x+1)²-4x(x+2)-x+14 / (9-x²). gasiti rezultate naturale.,"numarator: (2x+1)²-4x(x+2)-x+14=4x²+4x+1-4x²-8x-x+14=-5x+15=-5(x-3). numitor: 9-x²=-(x-3)(x+3). e(x)=5/(x+3). e(x)∈ℕ: x+3|5→x∈{-2,2}. e(-2)=5, e(2)=1.","x∈{-2,2}; e(-2)=5, e(2)=1",64,8,150,25,7,16,0,0,0,0,0,0,e(x) = (2x+1)²-4x(x+2)-x+14 / (9-x²). gasiti rezultate naturale.
Sesiune de baza 2025,11.0,Fie expresia E(x) = (x + 3)² − 3(2x + 1) − 7. Determinați valorile reale ale lui x pentru care E(x)/(x+1) = 1.,"Simplificăm E(x):
E(x) = (x + 3)² − 3(2x + 1) − 7
E(x) = x² + 6x + 9 − 6x − 3 − 7
E(x) = x² − 1
E(x) = (x − 1)(x + 1)

Ecuația: E(x)/(x+1) = 1
(x − 1)(x + 1)/(x + 1) = 1

Condiție: x ≠ −1

Simplificăm:
x − 1 = 1
x = 2

Verificare: E(2) = 4−1 = 3, E(2)/(2+1) = 3/3 = 1 ✓",x = 2,4.0,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,sesiune_baza,2025.0,fie expresia e(x) = (x + 3)² - 3(2x + 1) - 7. determinati valorile reale ale lui x pentru care e(x)/(x+1) = 1.,"simplificam e(x): e(x) = (x + 3)² - 3(2x + 1) - 7 e(x) = x² + 6x + 9 - 6x - 3 - 7 e(x) = x² - 1 e(x) = (x - 1)(x + 1) ecuatia: e(x)/(x+1) = 1 (x - 1)(x + 1)/(x + 1) = 1 conditie: x = -1 simplificam: x - 1 = 1 x = 2 verificare: e(2) = 4-1 = 3, e(2)/(2+1) = 3/3 = 1 ✓",x = 2,110,24,269,5,7,16,0,0,0,0,0,0,fie expresia e(x) = (x + 3)² - 3(2x + 1) - 7. determinati valorile reale ale lui x pentru care e(x)/(x+1) = 1.
Exersare Test 1 - 2020,4.0,Fie E(x) = (x−3)² − x(x−4). Determinați E(√2).,E(x) = x² - 6x + 9 - x² + 4x = -2x + 9. E(√2) = 9 - 2√2,9 - 2√2,2.0,Expresii algebrice,Calcul algebric,Calcul algebric,2 - mediu,exersare,2020.0,fie e(x) = (x-3)² - x(x-4). determinati e(√2).,e(x) = x² - 6x + 9 - x² + 4x = -2x + 9. e(√2) = 9 - 2√2,9 - 2√2,46,8,55,7,3,10,0,0,0,1,0,0,fie e(x) = (x-3)² - x(x-4). determinati e(√2).
Exersare Test 2 - 2020,11.0,DVA și simplificați (x² − 16)/(x² − 8x + 16).,DVA: x² - 8x + 16 ≠ 0 → (x-4)² ≠ 0 → x ≠ 4. E(x) = (x-4)(x+4)/(x-4)² = (x+4)/(x-4),"(x+4)/(x-4), x ≠ 4",3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2020.0,dva si simplificati (x² - 16)/(x² - 8x + 16).,dva: x² - 8x + 16 = 0 → (x-4)² = 0 → x = 4. e(x) = (x-4)(x+4)/(x-4)² = (x+4)/(x-4),"(x+4)/(x-4), x = 4",45,10,82,18,5,6,0,0,0,0,0,0,dva si simplificati (x² - 16)/(x² - 8x + 16).
Pretestare Aprilie - 2019,11.0,E(x)=(x²−4)/(x²−2x) ÷ ((x+2)/x²). Găsiți n natural pentru E(n) natural.,E(x) = (x-2)(x+2)/x(x-2) · x²/(x+2) = x. E(n) = n natural pentru n ∈ ℕ*,n ∈ ℕ* (orice număr natural pozitiv),3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,pretestare,2019.0,e(x)=(x²-4)/(x²-2x) ÷ ((x+2)/x²). gasiti n natural pentru e(n) natural.,e(x) = (x-2)(x+2)/x(x-2) · x²/(x+2) = x. e(n) = n natural pentru n ∈ ℕ*,n ∈ ℕ* (orice numar natural pozitiv),71,9,71,36,3,16,0,0,0,0,0,0,e(x)=(x²-4)/(x²-2x) ÷ ((x+2)/x²). gasiti n natural pentru e(n) natural.
Exersare Test 2 - 2018,11.0,Arătați că E(X)=1/(1−X) − (3−2X)/(X²−1) + X/(X+1) = 2.,"E(X) = 1/(1-X) - (3-2X)/(X²-1) + X/(X+1)
Condiții: X ≠ 1, X ≠ -1
Observăm: X²-1 = (X-1)(X+1), 1-X = -(X-1)

Rescriem fracțiile:
1/(1-X) = -1/(X-1)
LCD = (X-1)(X+1)

E(X) = [-（X+1) - (3-2X) + X(X-1)] / [(X-1)(X+1)]
 = [-X-1 - 3 + 2X + X² - X] / (X²-1)
 = (X² - 4) / (X² - 1)
 = (X-2)(X+2) / [(X-1)(X+1)]

Pentru a obține E(X) = 2, verificăm dacă expresia din enunț este corectă sau necesită ajustări.",(X²-4)/(X²-1) sau 2 (conform enunț),3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2018.0,aratati ca e(x)=1/(1-x) - (3-2x)/(x²-1) + x/(x+1) = 2.,"e(x) = 1/(1-x) - (3-2x)/(x²-1) + x/(x+1) conditii: x = 1, x = -1 observam: x²-1 = (x-1)(x+1), 1-x = -(x-1) rescriem fractiile: 1/(1-x) = -1/(x-1) lcd = (x-1)(x+1) e(x) = [-（x+1) - (3-2x) + x(x-1)] / [(x-1)(x+1)] = [-x-1 - 3 + 2x + x² - x] / (x²-1) = (x² - 4) / (x² - 1) = (x-2)(x+2) / [(x-1)(x+1)] pentru a obtine e(x) = 2, verificam daca expresia din enunt este corecta sau necesita ajustari.",(x²-4)/(x²-1) sau 2 (conform enunt),54,9,399,35,7,17,0,0,0,0,0,0,aratati ca e(x)=1/(1-x) - (3-2x)/(x²-1) + x/(x+1) = 2.
Sesiunea de bază - 2018,11.0,Arătați că E(X)=(X³+2X²−4X−8)/(X²+4X+4) este întreg pentru X∈ℕ.,E(X) = (X²(X+2)-4(X+2))/(X+2)² = ((X+2)(X²-4))/(X+2)² = (X²-4)/(X+2) = X-2,X - 2 (întreg),3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,sesiune_baza,2018.0,aratati ca e(x)=(x³+2x²-4x-8)/(x²+4x+4) este intreg pentru x∈ℕ.,e(x) = (x²(x+2)-4(x+2))/(x+2)² = ((x+2)(x²-4))/(x+2)² = (x²-4)/(x+2) = x-2,x - 2 (intreg),63,7,74,14,5,11,0,0,0,0,0,0,aratati ca e(x)=(x³+2x²-4x-8)/(x²+4x+4) este intreg pentru x∈ℕ.
Pretestare - 2017,11.0,Demonstrați că E(X)=6/(X²−9)−1/(X−3)−(2X+5)/(X+3) este constantă.,LCD=(X-3)(X+3). E(X)=[6-(X+3)-(2X+5)(X-3)]/[(X-3)(X+3)]. Numărător: 6-X-3-(2X²-X-15)=6-X-3-2X²+X+15=-2X²+18=-2(X²-9)=-2(X-3)(X+3). E(X)=-2.,E(X) = -2,3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,pretestare,2017.0,demonstrati ca e(x)=6/(x²-9)-1/(x-3)-(2x+5)/(x+3) este constanta.,lcd=(x-3)(x+3). e(x)=[6-(x+3)-(2x+5)(x-3)]/[(x-3)(x+3)]. numarator: 6-x-3-(2x²-x-15)=6-x-3-2x²+x+15=-2x²+18=-2(x²-9)=-2(x-3)(x+3). e(x)=-2.,e(x) = -2,65,5,139,9,7,16,0,0,0,0,0,0,demonstrati ca e(x)=6/(x²-9)-1/(x-3)-(2x+5)/(x+3) este constanta.
Exersare Test 1 - 2016,11.0,Demonstrați că E(X)=(X³+2X²−3X)/(X²+3X) este număr natural pentru X∈ℕ*.,E(X) = X(X²+2X-3)/(X(X+3)) = (X+3)(X-1)/(X+3) = X-1,X - 1 (natural),3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2016.0,demonstrati ca e(x)=(x³+2x²-3x)/(x²+3x) este numar natural pentru x∈ℕ*.,e(x) = x(x²+2x-3)/(x(x+3)) = (x+3)(x-1)/(x+3) = x-1,x - 1 (natural),71,8,51,15,3,11,0,0,0,0,0,0,demonstrati ca e(x)=(x³+2x²-3x)/(x²+3x) este numar natural pentru x∈ℕ*.
Exersare Test 2 - 2016,11.0,Arătați că E(X)=1 pentru E(X)=[(X²−25)/(X²+5X)+10/(X²−5X)]÷[X/(X−5)].,X²+5X=X(X+5); X²-5X=X(X-5). (X²-25)/(X(X+5))=(X-5)/X. 10/(X(X-5))=10/(X(X-5)). Suma: ((X-5)²+10)/(X(X-5)). Împărțim la X/(X-5): ((X-5)²+10)/(X²). Cu X=2: (9+10)/4≠1. Enunțul necesită reverificare.,Expresia nu se simplifică la 1,3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2016.0,aratati ca e(x)=1 pentru e(x)=[(x²-25)/(x²+5x)+10/(x²-5x)]÷[x/(x-5)].,x²+5x=x(x+5); x²-5x=x(x-5). (x²-25)/(x(x+5))=(x-5)/x. 10/(x(x-5))=10/(x(x-5)). suma: ((x-5)²+10)/(x(x-5)). impartim la x/(x-5): ((x-5)²+10)/(x²). cu x=2: (9+10)/4=1. enuntul necesita reverificare.,expresia nu se simplifica la 1,69,5,196,30,8,23,0,0,0,0,0,0,aratati ca e(x)=1 pentru e(x)=[(x²-25)/(x²+5x)+10/(x²-5x)]÷[x/(x-5)].
Pretestare - 2016,11.0,Găsiți x natural pentru E(x)=(x²+2x−8)/(x²−2x)−(x+2)/x este număr natural.,E(x) = ((x+4)(x-2)-x(x+2))/(x(x-2)) = -8/(x(x-2)). Pentru E(x) natural: x(x-2) | 8,x = 4,3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,pretestare,2016.0,gasiti x natural pentru e(x)=(x²+2x-8)/(x²-2x)-(x+2)/x este numar natural.,e(x) = ((x+4)(x-2)-x(x+2))/(x(x-2)) = -8/(x(x-2)). pentru e(x) natural: x(x-2) | 8,x = 4,74,8,82,5,4,13,0,0,0,0,0,0,gasiti x natural pentru e(x)=(x²+2x-8)/(x²-2x)-(x+2)/x este numar natural.
Sesiunea de bază - 2016,11.0,E(x)=(x²+2x−8)/(x²−2x)−(x+2)/x natural. Găsiți x natural.,"E(x) = (x+4)(x-2)/(x(x-2)) - (x+2)/x = (x+4)/x - (x+2)/x = (x+4-x-2)/x = 2/x. E(x) natural pentru x | 2, x ∈ ℕ* → x ∈ {1, 2}. x ≠ 0, x ≠ 2. Deci x = 1 (E(1) = 2)",x = 1,3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,sesiune_baza,2016.0,e(x)=(x²+2x-8)/(x²-2x)-(x+2)/x natural. gasiti x natural.,"e(x) = (x+4)(x-2)/(x(x-2)) - (x+2)/x = (x+4)/x - (x+2)/x = (x+4-x-2)/x = 2/x. e(x) natural pentru x | 2, x ∈ ℕ* → x ∈ {1, 2}. x = 0, x = 2. deci x = 1 (e(1) = 2)",x = 1,57,5,161,5,4,13,0,0,0,0,0,0,e(x)=(x²+2x-8)/(x²-2x)-(x+2)/x natural. gasiti x natural.
Exersare Test 1 - 2015,11.0,"Simplificați (X³−3X²−X+3)/(9−X²), X∈ℝ\{-3,3}.",Numărător: X²(X-3)-(X-3) = (X-3)(X²-1) = (X-3)(X-1)(X+1). Numitor: -(X²-9) = -(X-3)(X+3). Rezultat = -(X-1)(X+1)/(X+3) = -(X²-1)/(X+3),-(X²-1)/(X+3),3.0,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2015.0,"simplificati (x³-3x²-x+3)/(9-x²), x∈ℝ\{-3,3}.",numarator: x²(x-3)-(x-3) = (x-3)(x²-1) = (x-3)(x-1)(x+1). numitor: -(x²-9) = -(x-3)(x+3). rezultat = -(x-1)(x+1)/(x+3) = -(x²-1)/(x+3),-(x²-1)/(x+3),45,3,134,13,5,9,0,0,0,0,0,0,"simplificati (x³-3x²-x+3)/(9-x²), x∈ℝ\{-3,3}."
